s_id	sentence	target_tags	opinion_words_tags
train-20	We were worried we would have trouble getting in , but somehow managed to have a short wait .	We\O were\O worried\O we\O would\O have\O trouble\O getting\O in\O ,\O but\O somehow\O managed\O to\O have\O a\O short\O wait\B .\O	We\O were\O worried\O we\O would\O have\O trouble\O getting\O in\O ,\O but\O somehow\O managed\O to\O have\O a\O short\B wait\O .\O
train-21	Wine list is extensive without being over-priced .	Wine\B list\I is\O extensive\O without\O being\O over-priced\O .\O	Wine\O list\O is\O extensive\B without\B being\I over-priced\I .\O
train-22	The place itself is beautiful the bar scene seems to be happening .	The\O place\B itself\O is\O beautiful\O the\O bar\O scene\O seems\O to\O be\O happening\O .\O	The\O place\O itself\O is\O beautiful\B the\O bar\O scene\O seems\O to\O be\O happening\O .\O
train-23	The place itself is beautiful the bar scene seems to be happening .	The\O place\O itself\O is\O beautiful\O the\O bar\B scene\I seems\O to\O be\O happening\O .\O	The\O place\O itself\O is\O beautiful\O the\O bar\O scene\O seems\O to\O be\O happening\O .\O
train-24	Seriously , this place kicks ass .	Seriously\O ,\O this\O place\B kicks\O ass\O .\O	Seriously\O ,\O this\O place\O kicks\B ass\I .\O
train-25	Their calzones are horrific , bad , vomit-inducing , YUCK .	Their\O calzones\B are\O horrific\O ,\O bad\O ,\O vomit-inducing\O ,\O YUCK\O .\O	Their\O calzones\O are\O horrific\B ,\O bad\B ,\O vomit-inducing\B ,\O YUCK\B .\O
train-26	I expected quite a bit more from such an expensive menu .	I\O expected\O quite\O a\O bit\O more\O from\O such\O an\O expensive\O menu\B .\O	I\O expected\O quite\O a\O bit\O more\O from\O such\O an\O expensive\B menu\O .\O
train-27	This is the kind of place you 'd like to take all your friends to and still keep a secret .	This\O is\O the\O kind\O of\O place\B you\O 'd\O like\O to\O take\O all\O your\O friends\O to\O and\O still\O keep\O a\O secret\O .\O	This\O is\O the\O kind\O of\O place\O you\O 'd\O like\B to\O take\O all\O your\O friends\O to\O and\O still\O keep\O a\O secret\O .\O
train-28	sometimes i get bad food and bad service , sometimes i get good good and bad service .	sometimes\O i\O get\O bad\O food\B and\O bad\O service\O ,\O sometimes\O i\O get\O good\O good\O and\O bad\O service\O .\O	sometimes\O i\O get\O bad\B food\O and\O bad\O service\O ,\O sometimes\O i\O get\O good\O good\O and\O bad\O service\O .\O
train-29	sometimes i get bad food and bad service , sometimes i get good good and bad service .	sometimes\O i\O get\O bad\O food\O and\O bad\O service\B ,\O sometimes\O i\O get\O good\O good\O and\O bad\O service\O .\O	sometimes\O i\O get\O bad\O food\O and\O bad\B service\O ,\O sometimes\O i\O get\O good\O good\O and\O bad\O service\O .\O
train-30	sometimes i get bad food and bad service , sometimes i get good good and bad service .	sometimes\O i\O get\O bad\O food\O and\O bad\O service\O ,\O sometimes\O i\O get\O good\O good\B and\O bad\O service\O .\O	sometimes\O i\O get\O bad\O food\O and\O bad\O service\O ,\O sometimes\O i\O get\O good\B good\O and\O bad\O service\O .\O
train-31	sometimes i get bad food and bad service , sometimes i get good good and bad service .	sometimes\O i\O get\O bad\O food\O and\O bad\O service\O ,\O sometimes\O i\O get\O good\O good\O and\O bad\O service\B .\O	sometimes\O i\O get\O bad\O food\O and\O bad\O service\O ,\O sometimes\O i\O get\O good\O good\O and\O bad\O service\O .\O
train-32	The in-house lady DJ on Saturday nights has outrageously good taste in music , and moreover , takes requests .	The\O in-house\B lady\I DJ\I on\O Saturday\O nights\O has\O outrageously\O good\O taste\O in\O music\O ,\O and\O moreover\O ,\O takes\O requests\O .\O	The\O in-house\O lady\O DJ\O on\O Saturday\O nights\O has\O outrageously\O good\B taste\I in\O music\O ,\O and\O moreover\O ,\O takes\O requests\O .\O
train-33	Personal pans are the perfect size for those hungry nights .	Personal\B pans\I are\O the\O perfect\O size\O for\O those\O hungry\O nights\O .\O	Personal\O pans\O are\O the\O perfect\B size\O for\O those\O hungry\O nights\O .\O
train-34	This place is really trendi but they have forgotten about the most important part of a restaurant , the food .	This\O place\O is\O really\O trendi\O but\O they\O have\O forgotten\O about\O the\O most\O important\O part\O of\O a\O restaurant\O ,\O the\O food\B .\O	This\O place\O is\O really\O trendi\O but\O they\O have\O forgotten\B about\O the\O most\O important\O part\O of\O a\O restaurant\O ,\O the\O food\O .\O
train-35	This place is really trendi but they have forgotten about the most important part of a restaurant , the food .	This\O place\B is\O really\O trendi\O but\O they\O have\O forgotten\O about\O the\O most\O important\O part\O of\O a\O restaurant\O ,\O the\O food\O .\O	This\O place\O is\O really\O trendi\B but\O they\O have\O forgotten\O about\O the\O most\O important\O part\O of\O a\O restaurant\O ,\O the\O food\O .\O
train-36	Volare virgins or weekly regulars , everyone gets treated the same and you ca n't ask for more than that when the service is this friendly .	Volare\O virgins\O or\O weekly\O regulars\O ,\O everyone\O gets\O treated\O the\O same\O and\O you\O ca\O n't\O ask\O for\O more\O than\O that\O when\O the\O service\B is\O this\O friendly\O .\O	Volare\O virgins\O or\O weekly\O regulars\O ,\O everyone\O gets\O treated\O the\O same\O and\O you\O ca\O n't\O ask\O for\O more\O than\O that\O when\O the\O service\O is\O this\O friendly\B .\O
train-37	Go to Volare for 1st class service and terrific food .	Go\O to\O Volare\O for\O 1st\O class\O service\B and\O terrific\O food\O .\O	Go\O to\O Volare\O for\O 1st\B class\I service\O and\O terrific\O food\O .\O
train-38	Go to Volare for 1st class service and terrific food .	Go\O to\O Volare\O for\O 1st\O class\O service\O and\O terrific\O food\B .\O	Go\O to\O Volare\O for\O 1st\O class\O service\O and\O terrific\B food\O .\O
train-39	The sangria was pretty tasty and good on a hot muggy day .	The\O sangria\B was\O pretty\O tasty\O and\O good\O on\O a\O hot\O muggy\O day\O .\O	The\O sangria\O was\O pretty\O tasty\B and\O good\B on\O a\O hot\O muggy\O day\O .\O
train-40	The waitress was very patient with us and the food is phenomenal !	The\O waitress\B was\O very\O patient\O with\O us\O and\O the\O food\O is\O phenomenal\O !\O	The\O waitress\O was\O very\O patient\B with\O us\O and\O the\O food\O is\O phenomenal\O !\O
train-41	The waitress was very patient with us and the food is phenomenal !	The\O waitress\O was\O very\O patient\O with\O us\O and\O the\O food\B is\O phenomenal\O !\O	The\O waitress\O was\O very\O patient\O with\O us\O and\O the\O food\O is\O phenomenal\B !\O
train-42	Still , any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house ...	Still\O ,\O any\O quibbles\O about\O the\O bill\O were\O off-set\O by\O the\O pour-your-own\O measures\B of\I liquers\I which\O were\O courtesey\O of\O the\O house\O ...\O	Still\O ,\O any\O quibbles\O about\O the\O bill\O were\O off-set\O by\O the\O pour-your-own\B measures\O of\O liquers\O which\O were\O courtesey\B of\O the\O house\O ...\O
train-43	The Yellowtail was particularly good as well .	The\O Yellowtail\B was\O particularly\O good\O as\O well\O .\O	The\O Yellowtail\O was\O particularly\O good\B as\O well\O .\O
train-44	Everything was wonderful ; food , drinks , staff , mileau .	Everything\O was\O wonderful\O ;\O food\B ,\O drinks\O ,\O staff\O ,\O mileau\O .\O	Everything\O was\O wonderful\B ;\O food\O ,\O drinks\O ,\O staff\O ,\O mileau\O .\O
train-45	Everything was wonderful ; food , drinks , staff , mileau .	Everything\O was\O wonderful\O ;\O food\O ,\O drinks\B ,\O staff\O ,\O mileau\O .\O	Everything\O was\O wonderful\B ;\O food\O ,\O drinks\O ,\O staff\O ,\O mileau\O .\O
train-46	Everything was wonderful ; food , drinks , staff , mileau .	Everything\O was\O wonderful\O ;\O food\O ,\O drinks\O ,\O staff\B ,\O mileau\O .\O	Everything\O was\O wonderful\B ;\O food\O ,\O drinks\O ,\O staff\O ,\O mileau\O .\O
train-47	Everything was wonderful ; food , drinks , staff , mileau .	Everything\O was\O wonderful\O ;\O food\O ,\O drinks\O ,\O staff\O ,\O mileau\B .\O	Everything\O was\O wonderful\B ;\O food\O ,\O drinks\O ,\O staff\O ,\O mileau\O .\O
train-48	Fresh ingredients and everything is made to order .	Fresh\O ingredients\B and\O everything\O is\O made\O to\O order\O .\O	Fresh\B ingredients\O and\O everything\O is\O made\O to\O order\O .\O
train-49	The food was bland oily .	The\O food\B was\O bland\O oily\O .\O	The\O food\O was\O bland\B oily\I .\O
train-50	Although we were looking for regular lettuce and some walnuts the salads we got were great .	Although\O we\O were\O looking\O for\O regular\O lettuce\O and\O some\O walnuts\O the\O salads\B we\O got\O were\O great\O .\O	Although\O we\O were\O looking\O for\O regular\O lettuce\O and\O some\O walnuts\O the\O salads\O we\O got\O were\O great\B .\O
train-51	The place is a BISTRO which means : simple dishes and wine served efficiently in a bustling atmosphere .	The\O place\O is\O a\O BISTRO\O which\O means\O :\O simple\O dishes\B and\O wine\O served\O efficiently\O in\O a\O bustling\O atmosphere\O .\O	The\O place\O is\O a\O BISTRO\O which\O means\O :\O simple\B dishes\O and\O wine\O served\O efficiently\O in\O a\O bustling\O atmosphere\O .\O
train-52	The place is a BISTRO which means : simple dishes and wine served efficiently in a bustling atmosphere .	The\O place\O is\O a\O BISTRO\O which\O means\O :\O simple\O dishes\O and\O wine\B served\O efficiently\O in\O a\O bustling\O atmosphere\O .\O	The\O place\O is\O a\O BISTRO\O which\O means\O :\O simple\O dishes\O and\O wine\O served\B efficiently\I in\O a\O bustling\O atmosphere\O .\O
train-53	The place is a BISTRO which means : simple dishes and wine served efficiently in a bustling atmosphere .	The\O place\O is\O a\O BISTRO\O which\O means\O :\O simple\O dishes\O and\O wine\O served\O efficiently\O in\O a\O bustling\O atmosphere\B .\O	The\O place\O is\O a\O BISTRO\O which\O means\O :\O simple\O dishes\O and\O wine\O served\O efficiently\O in\O a\O bustling\B atmosphere\O .\O
train-54	The food is good , especially their more basic dishes , and the drinks are delicious .	The\O food\B is\O good\O ,\O especially\O their\O more\O basic\O dishes\O ,\O and\O the\O drinks\O are\O delicious\O .\O	The\O food\O is\O good\B ,\O especially\O their\O more\O basic\O dishes\O ,\O and\O the\O drinks\O are\O delicious\O .\O
train-55	The food is good , especially their more basic dishes , and the drinks are delicious .	The\O food\O is\O good\O ,\O especially\O their\O more\O basic\B dishes\I ,\O and\O the\O drinks\O are\O delicious\O .\O	The\O food\O is\O good\B ,\O especially\O their\O more\O basic\O dishes\O ,\O and\O the\O drinks\O are\O delicious\O .\O
train-56	The food is good , especially their more basic dishes , and the drinks are delicious .	The\O food\O is\O good\O ,\O especially\O their\O more\O basic\O dishes\O ,\O and\O the\O drinks\B are\O delicious\O .\O	The\O food\O is\O good\O ,\O especially\O their\O more\O basic\O dishes\O ,\O and\O the\O drinks\O are\O delicious\B .\O
train-57	I stumbled upon this great pizzeria as I explored my new neighborhood .	I\O stumbled\O upon\O this\O great\O pizzeria\B as\O I\O explored\O my\O new\O neighborhood\O .\O	I\O stumbled\O upon\O this\O great\B pizzeria\O as\O I\O explored\O my\O new\O neighborhood\O .\O
train-58	By far , the best pizza in Manhattan .	By\O far\O ,\O the\O best\O pizza\B in\O Manhattan\O .\O	By\O far\O ,\O the\O best\B pizza\O in\O Manhattan\O .\O
train-59	Delivery is fast too .	Delivery\B is\O fast\O too\O .\O	Delivery\O is\O fast\B too\O .\O
train-60	Spreads and toppings are great - though a bit pricey .	Spreads\B and\O toppings\O are\O great\O -\O though\O a\O bit\O pricey\O .\O	Spreads\O and\O toppings\O are\O great\B -\O though\O a\O bit\O pricey\B .\O
train-61	Spreads and toppings are great - though a bit pricey .	Spreads\O and\O toppings\B are\O great\O -\O though\O a\O bit\O pricey\O .\O	Spreads\O and\O toppings\O are\O great\B -\O though\O a\O bit\O pricey\B .\O
train-62	I absolutely Loved this place .	I\O absolutely\O Loved\O this\O place\B .\O	I\O absolutely\O Loved\B this\O place\O .\O
train-63	The server was really cool and served us our food and drinks with a smile .	The\O server\B was\O really\O cool\O and\O served\O us\O our\O food\O and\O drinks\O with\O a\O smile\O .\O	The\O server\O was\O really\O cool\B and\O served\O us\O our\O food\O and\O drinks\O with\O a\O smile\O .\O
train-64	My Girlfriend and I stumbled onto this hopping place the other night and had a great time !	My\O Girlfriend\O and\O I\O stumbled\O onto\O this\O hopping\O place\B the\O other\O night\O and\O had\O a\O great\O time\O !\O	My\O Girlfriend\O and\O I\O stumbled\O onto\O this\O hopping\B place\O the\O other\O night\O and\O had\O a\O great\B time\I !\O
train-65	Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family .	Chow\B fun\I was\O dry\O ;\O pork\O shu\O mai\O was\O more\O than\O usually\O greasy\O and\O had\O to\O share\O a\O table\O with\O loud\O and\O rude\O family\O .\O	Chow\O fun\O was\O dry\B ;\O pork\O shu\O mai\O was\O more\O than\O usually\O greasy\O and\O had\O to\O share\O a\O table\O with\O loud\O and\O rude\O family\O .\O
train-66	Chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family .	Chow\O fun\O was\O dry\O ;\O pork\B shu\I mai\I was\O more\O than\O usually\O greasy\O and\O had\O to\O share\O a\O table\O with\O loud\O and\O rude\O family\O .\O	Chow\O fun\O was\O dry\O ;\O pork\O shu\O mai\O was\O more\O than\O usually\O greasy\B and\O had\O to\O share\O a\O table\O with\O loud\O and\O rude\O family\O .\O
train-67	Skip this restaurant , it 's a big disappointment .	Skip\O this\O restaurant\B ,\O it\O 's\O a\O big\O disappointment\O .\O	Skip\B this\O restaurant\O ,\O it\O 's\O a\O big\O disappointment\B .\O
train-68	however , it 's the service that leaves a bad taste in my mouth .	however\O ,\O it\O 's\O the\O service\B that\O leaves\O a\O bad\O taste\O in\O my\O mouth\O .\O	however\O ,\O it\O 's\O the\O service\O that\O leaves\O a\O bad\B taste\I in\O my\O mouth\O .\O
train-69	Hats off to the chef .	Hats\O off\O to\O the\O chef\B .\O	Hats\B off\I to\O the\O chef\O .\O
train-70	The service was the only thing good about this restaurant .	The\O service\B was\O the\O only\O thing\O good\O about\O this\O restaurant\O .\O	The\O service\O was\O the\O only\O thing\O good\B about\O this\O restaurant\O .\O
train-71	The service was the only thing good about this restaurant .	The\O service\O was\O the\O only\O thing\O good\O about\O this\O restaurant\B .\O	The\O service\O was\O the\O only\O thing\O good\O about\O this\O restaurant\O .\O
train-72	The workers there also absolutely load the bagel with cream cheese ( gets a little messy ) .	The\O workers\O there\O also\O absolutely\O load\O the\O bagel\B with\O cream\O cheese\O (\O gets\O a\O little\O messy\O )\O .\O	The\O workers\O there\O also\O absolutely\O load\O the\O bagel\O with\O cream\O cheese\O (\O gets\O a\O little\O messy\B )\O .\O
train-73	I ordered the smoked salmon and roe appetizer and it was off flavor .	I\O ordered\O the\O smoked\B salmon\I and\I roe\I appetizer\I and\O it\O was\O off\O flavor\O .\O	I\O ordered\O the\O smoked\O salmon\O and\O roe\O appetizer\O and\O it\O was\O off\B flavor\I .\O
train-74	The ambience was nice , but service was n't so great .	The\O ambience\B was\O nice\O ,\O but\O service\O was\O n't\O so\O great\O .\O	The\O ambience\O was\O nice\B ,\O but\O service\O was\O n't\O so\O great\O .\O
train-75	The ambience was nice , but service was n't so great .	The\O ambience\O was\O nice\O ,\O but\O service\B was\O n't\O so\O great\O .\O	The\O ambience\O was\O nice\O ,\O but\O service\O was\B n't\I so\I great\I .\O
train-76	Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .	Calling\O the\O place\B Hampton\O Chutney\O Co.\O does\O warn\O you\O that\O these\O folks\O offer\O more\O style\O than\O substance\O ,\O but\O in\O this\O unattractive\O room\O with\O unhelpful\O clerks\O there\O was\O a\O dearth\O of\O the\O former\O too\O .\O	Calling\O the\O place\O Hampton\O Chutney\O Co.\O does\O warn\O you\O that\O these\O folks\O offer\O more\O style\O than\O substance\O ,\O but\O in\O this\O unattractive\B room\O with\O unhelpful\O clerks\O there\O was\O a\O dearth\O of\O the\O former\O too\O .\O
train-77	Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .	Calling\O the\O place\O Hampton\O Chutney\O Co.\O does\O warn\O you\O that\O these\O folks\O offer\O more\O style\O than\O substance\O ,\O but\O in\O this\O unattractive\O room\B with\O unhelpful\O clerks\O there\O was\O a\O dearth\O of\O the\O former\O too\O .\O	Calling\O the\O place\O Hampton\O Chutney\O Co.\O does\O warn\O you\O that\O these\O folks\O offer\O more\O style\O than\O substance\O ,\O but\O in\O this\O unattractive\B room\O with\O unhelpful\O clerks\O there\O was\O a\O dearth\O of\O the\O former\O too\O .\O
train-78	Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .	Calling\O the\O place\O Hampton\O Chutney\O Co.\O does\O warn\O you\O that\O these\O folks\O offer\O more\O style\O than\O substance\O ,\O but\O in\O this\O unattractive\O room\O with\O unhelpful\O clerks\B there\O was\O a\O dearth\O of\O the\O former\O too\O .\O	Calling\O the\O place\O Hampton\O Chutney\O Co.\O does\O warn\O you\O that\O these\O folks\O offer\O more\O style\O than\O substance\O ,\O but\O in\O this\O unattractive\O room\O with\O unhelpful\B clerks\O there\O was\O a\O dearth\O of\O the\O former\O too\O .\O
train-79	But that was n't the icing on the cake : a tiramisu that resembled nothing I have ever had .	But\O that\O was\O n't\O the\O icing\O on\O the\O cake\O :\O a\O tiramisu\B that\O resembled\O nothing\O I\O have\O ever\O had\O .\O	But\O that\O was\O n't\O the\O icing\O on\O the\O cake\O :\O a\O tiramisu\O that\O resembled\O nothing\B I\O have\O ever\O had\O .\O
train-80	Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went .	Food\B was\O good\O and\O the\O view\O of\O the\O new\O york\O city\O skiline\O was\O terrific\O even\O on\O a\O foggy\O rainy\O day\O like\O that\O of\O when\O I\O went\O .\O	Food\O was\O good\B and\O the\O view\O of\O the\O new\O york\O city\O skiline\O was\O terrific\O even\O on\O a\O foggy\O rainy\O day\O like\O that\O of\O when\O I\O went\O .\O
train-81	Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went .	Food\O was\O good\O and\O the\O view\B of\I the\I new\I york\I city\I skiline\I was\O terrific\O even\O on\O a\O foggy\O rainy\O day\O like\O that\O of\O when\O I\O went\O .\O	Food\O was\O good\O and\O the\O view\O of\O the\O new\O york\O city\O skiline\O was\O terrific\B even\O on\O a\O foggy\O rainy\O day\O like\O that\O of\O when\O I\O went\O .\O
train-82	I 've also been amazed at all the new additions in the past few years : A new Jazz Bar , the most fantastic Dining Garden , the Best Thin Crust Pizzas , and now a Lasagna Menu which is to die for ( these are not your average lasagnas ) !	I\O 've\O also\O been\O amazed\O at\O all\O the\O new\O additions\O in\O the\O past\O few\O years\O :\O A\O new\O Jazz\O Bar\O ,\O the\O most\O fantastic\O Dining\B Garden\I ,\O the\O Best\O Thin\O Crust\O Pizzas\O ,\O and\O now\O a\O Lasagna\O Menu\O which\O is\O to\O die\O for\O (\O these\O are\O not\O your\O average\O lasagnas\O )\O !\O	I\O 've\O also\O been\O amazed\O at\O all\O the\O new\O additions\O in\O the\O past\O few\O years\O :\O A\O new\O Jazz\O Bar\O ,\O the\O most\O fantastic\B Dining\O Garden\O ,\O the\O Best\O Thin\O Crust\O Pizzas\O ,\O and\O now\O a\O Lasagna\O Menu\O which\O is\O to\O die\O for\O (\O these\O are\O not\O your\O average\O lasagnas\O )\O !\O
train-83	I 've also been amazed at all the new additions in the past few years : A new Jazz Bar , the most fantastic Dining Garden , the Best Thin Crust Pizzas , and now a Lasagna Menu which is to die for ( these are not your average lasagnas ) !	I\O 've\O also\O been\O amazed\O at\O all\O the\O new\O additions\O in\O the\O past\O few\O years\O :\O A\O new\O Jazz\B Bar\I ,\O the\O most\O fantastic\O Dining\O Garden\O ,\O the\O Best\O Thin\O Crust\O Pizzas\O ,\O and\O now\O a\O Lasagna\O Menu\O which\O is\O to\O die\O for\O (\O these\O are\O not\O your\O average\O lasagnas\O )\O !\O	I\O 've\O also\O been\O amazed\O at\O all\O the\O new\O additions\O in\O the\O past\O few\O years\O :\O A\O new\B Jazz\O Bar\O ,\O the\O most\O fantastic\O Dining\O Garden\O ,\O the\O Best\O Thin\O Crust\O Pizzas\O ,\O and\O now\O a\O Lasagna\O Menu\O which\O is\O to\O die\O for\O (\O these\O are\O not\O your\O average\O lasagnas\O )\O !\O
train-84	I 've also been amazed at all the new additions in the past few years : A new Jazz Bar , the most fantastic Dining Garden , the Best Thin Crust Pizzas , and now a Lasagna Menu which is to die for ( these are not your average lasagnas ) !	I\O 've\O also\O been\O amazed\O at\O all\O the\O new\O additions\O in\O the\O past\O few\O years\O :\O A\O new\O Jazz\O Bar\O ,\O the\O most\O fantastic\O Dining\O Garden\O ,\O the\O Best\O Thin\B Crust\I Pizzas\I ,\O and\O now\O a\O Lasagna\O Menu\O which\O is\O to\O die\O for\O (\O these\O are\O not\O your\O average\O lasagnas\O )\O !\O	I\O 've\O also\O been\O amazed\O at\O all\O the\O new\O additions\O in\O the\O past\O few\O years\O :\O A\O new\O Jazz\O Bar\O ,\O the\O most\O fantastic\O Dining\O Garden\O ,\O the\O Best\B Thin\O Crust\O Pizzas\O ,\O and\O now\O a\O Lasagna\O Menu\O which\O is\O to\O die\O for\O (\O these\O are\O not\O your\O average\O lasagnas\O )\O !\O
