s_id	sentence	target_tags	opinion_words_tags
train-26	If you like the food and the value you get from some of Chinatown restaurants , this is not the place for you .	If\O you\O like\O the\O food\O and\O the\O value\B you\O get\O from\O some\O of\O Chinatown\O restaurants\O ,\O this\O is\O not\O the\O place\O for\O you\O .\O	If\O you\O like\B the\O food\O and\O the\O value\O you\O get\O from\O some\O of\O Chinatown\O restaurants\O ,\O this\O is\O not\O the\O place\O for\O you\O .\O
train-27	The sushi has been from average to below average , the wait service has always been sub-par the atmosphere goes from nice to really irritating ( if you sit in the area beyond the kitchen , the acousitcs are horrid , everything echoes is extremely loud ) .	The\O sushi\O has\O been\O from\O average\O to\O below\O average\O ,\O the\O wait\O service\O has\O always\O been\O sub-par\O the\O atmosphere\B goes\O from\O nice\O to\O really\O irritating\O (\O if\O you\O sit\O in\O the\O area\O beyond\O the\O kitchen\O ,\O the\O acousitcs\O are\O horrid\O ,\O everything\O echoes\O is\O extremely\O loud\O )\O .\O	The\O sushi\O has\O been\O from\O average\O to\O below\O average\O ,\O the\O wait\O service\O has\O always\O been\O sub-par\O the\O atmosphere\O goes\O from\O nice\O to\O really\O irritating\B (\O if\O you\O sit\O in\O the\O area\O beyond\O the\O kitchen\O ,\O the\O acousitcs\O are\O horrid\O ,\O everything\O echoes\O is\O extremely\O loud\O )\O .\O
train-28	The sushi has been from average to below average , the wait service has always been sub-par the atmosphere goes from nice to really irritating ( if you sit in the area beyond the kitchen , the acousitcs are horrid , everything echoes is extremely loud ) .	The\O sushi\B has\O been\O from\O average\O to\O below\O average\O ,\O the\O wait\O service\O has\O always\O been\O sub-par\O the\O atmosphere\O goes\O from\O nice\O to\O really\O irritating\O (\O if\O you\O sit\O in\O the\O area\O beyond\O the\O kitchen\O ,\O the\O acousitcs\O are\O horrid\O ,\O everything\O echoes\O is\O extremely\O loud\O )\O .\O	The\O sushi\O has\O been\O from\O average\O to\O below\B average\I ,\O the\O wait\O service\O has\O always\O been\O sub-par\O the\O atmosphere\O goes\O from\O nice\O to\O really\O irritating\O (\O if\O you\O sit\O in\O the\O area\O beyond\O the\O kitchen\O ,\O the\O acousitcs\O are\O horrid\O ,\O everything\O echoes\O is\O extremely\O loud\O )\O .\O
train-29	The sushi has been from average to below average , the wait service has always been sub-par the atmosphere goes from nice to really irritating ( if you sit in the area beyond the kitchen , the acousitcs are horrid , everything echoes is extremely loud ) .	The\O sushi\O has\O been\O from\O average\O to\O below\O average\O ,\O the\O wait\B service\I has\O always\O been\O sub-par\O the\O atmosphere\O goes\O from\O nice\O to\O really\O irritating\O (\O if\O you\O sit\O in\O the\O area\O beyond\O the\O kitchen\O ,\O the\O acousitcs\O are\O horrid\O ,\O everything\O echoes\O is\O extremely\O loud\O )\O .\O	The\O sushi\O has\O been\O from\O average\O to\O below\O average\O ,\O the\O wait\O service\O has\O always\O been\O sub-par\B the\O atmosphere\O goes\O from\O nice\O to\O really\O irritating\O (\O if\O you\O sit\O in\O the\O area\O beyond\O the\O kitchen\O ,\O the\O acousitcs\O are\O horrid\O ,\O everything\O echoes\O is\O extremely\O loud\O )\O .\O
train-30	The sushi has been from average to below average , the wait service has always been sub-par the atmosphere goes from nice to really irritating ( if you sit in the area beyond the kitchen , the acousitcs are horrid , everything echoes is extremely loud ) .	The\O sushi\O has\O been\O from\O average\O to\O below\O average\O ,\O the\O wait\O service\O has\O always\O been\O sub-par\O the\O atmosphere\O goes\O from\O nice\O to\O really\O irritating\O (\O if\O you\O sit\O in\O the\O area\B beyond\O the\O kitchen\O ,\O the\O acousitcs\O are\O horrid\O ,\O everything\O echoes\O is\O extremely\O loud\O )\O .\O	The\O sushi\O has\O been\O from\O average\O to\O below\O average\O ,\O the\O wait\O service\O has\O always\O been\O sub-par\O the\O atmosphere\O goes\O from\O nice\O to\O really\O irritating\O (\O if\O you\O sit\O in\O the\O area\O beyond\O the\O kitchen\O ,\O the\O acousitcs\O are\O horrid\O ,\O everything\O echoes\O is\O extremely\O loud\B )\O .\O
train-31	There was a small wait , but shorter than I expected .	There\O was\O a\O small\O wait\B ,\O but\O shorter\O than\O I\O expected\O .\O	There\O was\O a\O small\B wait\O ,\O but\O shorter\B than\O I\O expected\O .\O
train-32	This is an amazing place to try some roti rolls .	This\O is\O an\O amazing\O place\O to\O try\O some\O roti\B rolls\I .\O	This\O is\O an\O amazing\O place\O to\O try\B some\O roti\O rolls\O .\O
train-33	First , the waiter who served us neglected to fill us in on the specials , which I would have chosen had I known about them .	First\O ,\O the\O waiter\B who\O served\O us\O neglected\O to\O fill\O us\O in\O on\O the\O specials\O ,\O which\O I\O would\O have\O chosen\O had\O I\O known\O about\O them\O .\O	First\O ,\O the\O waiter\O who\O served\O us\O neglected\B to\O fill\O us\O in\O on\O the\O specials\O ,\O which\O I\O would\O have\O chosen\O had\O I\O known\O about\O them\O .\O
train-34	You must try the shrimp appetizers .	You\O must\O try\O the\O shrimp\B appetizers\I .\O	You\O must\O try\B the\O shrimp\O appetizers\O .\O
train-35	The atmosphere is much better than Sripraphai ( more modern and sleek ) .	The\O atmosphere\B is\O much\O better\O than\O Sripraphai\O (\O more\O modern\O and\O sleek\O )\O .\O	The\O atmosphere\O is\O much\O better\B than\O Sripraphai\O (\O more\O modern\B and\O sleek\B )\O .\O
train-36	They forgot a sandwich , did n't include plastic forks , and did n't include pita with the hummus platter .	They\O forgot\O a\O sandwich\B ,\O did\O n't\O include\O plastic\O forks\O ,\O and\O did\O n't\O include\O pita\O with\O the\O hummus\O platter\O .\O	They\O forgot\B a\O sandwich\O ,\O did\O n't\O include\O plastic\O forks\O ,\O and\O did\O n't\O include\O pita\O with\O the\O hummus\O platter\O .\O
train-37	There is no excuse for such lousy service !	There\O is\O no\O excuse\O for\O such\O lousy\O service\B !\O	There\O is\O no\O excuse\O for\O such\O lousy\B service\O !\O
train-38	Quality ingredients preparation all around , and a very fair price for NYC .	Quality\O ingredients\B preparation\O all\O around\O ,\O and\O a\O very\O fair\O price\O for\O NYC\O .\O	Quality\B ingredients\O preparation\O all\O around\O ,\O and\O a\O very\O fair\O price\O for\O NYC\O .\O
train-39	Quality ingredients preparation all around , and a very fair price for NYC .	Quality\O ingredients\O preparation\O all\O around\O ,\O and\O a\O very\O fair\O price\B for\O NYC\O .\O	Quality\O ingredients\O preparation\O all\O around\O ,\O and\O a\O very\O fair\B price\O for\O NYC\O .\O
train-40	The service was a bit slow , but they were very friendly .	The\O service\B was\O a\O bit\O slow\O ,\O but\O they\O were\O very\O friendly\O .\O	The\O service\O was\O a\O bit\O slow\B ,\O but\O they\O were\O very\O friendly\B .\O
train-41	As always we had a great glass of wine while we waited .	As\O always\O we\O had\O a\O great\O glass\B of\I wine\I while\O we\O waited\O .\O	As\O always\O we\O had\O a\O great\B glass\O of\O wine\O while\O we\O waited\O .\O
train-42	Great food ( spinach and corn dumplings and massamman curry ) , very friendly and no nonsense service and a clean and funky bathroom .	Great\O food\O (\O spinach\O and\O corn\O dumplings\O and\O massamman\O curry\O )\O ,\O very\O friendly\O and\O no\O nonsense\O service\B and\O a\O clean\O and\O funky\O bathroom\O .\O	Great\O food\O (\O spinach\O and\O corn\O dumplings\O and\O massamman\O curry\O )\O ,\O very\O friendly\B and\O no\O nonsense\B service\O and\O a\O clean\O and\O funky\O bathroom\O .\O
train-43	Great food ( spinach and corn dumplings and massamman curry ) , very friendly and no nonsense service and a clean and funky bathroom .	Great\O food\O (\O spinach\O and\O corn\O dumplings\O and\O massamman\O curry\O )\O ,\O very\O friendly\O and\O no\O nonsense\O service\O and\O a\O clean\O and\O funky\O bathroom\B .\O	Great\O food\O (\O spinach\O and\O corn\O dumplings\O and\O massamman\O curry\O )\O ,\O very\O friendly\O and\O no\O nonsense\O service\O and\O a\O clean\B and\O funky\B bathroom\O .\O
train-44	Great food ( spinach and corn dumplings and massamman curry ) , very friendly and no nonsense service and a clean and funky bathroom .	Great\O food\B (\O spinach\O and\O corn\O dumplings\O and\O massamman\O curry\O )\O ,\O very\O friendly\O and\O no\O nonsense\O service\O and\O a\O clean\O and\O funky\O bathroom\O .\O	Great\B food\O (\O spinach\O and\O corn\O dumplings\O and\O massamman\O curry\O )\O ,\O very\O friendly\O and\O no\O nonsense\O service\O and\O a\O clean\O and\O funky\O bathroom\O .\O
train-45	Great food ( spinach and corn dumplings and massamman curry ) , very friendly and no nonsense service and a clean and funky bathroom .	Great\O food\O (\O spinach\B and\I corn\I dumplings\I and\O massamman\O curry\O )\O ,\O very\O friendly\O and\O no\O nonsense\O service\O and\O a\O clean\O and\O funky\O bathroom\O .\O	Great\B food\O (\O spinach\O and\O corn\O dumplings\O and\O massamman\O curry\O )\O ,\O very\O friendly\O and\O no\O nonsense\O service\O and\O a\O clean\O and\O funky\O bathroom\O .\O
train-46	Great food ( spinach and corn dumplings and massamman curry ) , very friendly and no nonsense service and a clean and funky bathroom .	Great\O food\O (\O spinach\O and\O corn\O dumplings\O and\O massamman\B curry\I )\O ,\O very\O friendly\O and\O no\O nonsense\O service\O and\O a\O clean\O and\O funky\O bathroom\O .\O	Great\O food\O (\O spinach\O and\O corn\O dumplings\O and\O massamman\O curry\O )\O ,\O very\O friendly\B and\O no\O nonsense\O service\O and\O a\O clean\O and\O funky\O bathroom\O .\O
train-47	( and I have eaten my share ) Which impresses me for having such a large amount of people to serve .	(\O and\O I\O have\O eaten\O my\O share\O )\O Which\O impresses\O me\O for\O having\O such\O a\O large\O amount\O of\O people\O to\O serve\B .\O	(\O and\O I\O have\O eaten\O my\O share\O )\O Which\O impresses\B me\O for\O having\O such\O a\O large\B amount\O of\O people\O to\O serve\O .\O
train-48	Great wine list , reasonably priced . -- Sara	Great\O wine\B list\I ,\O reasonably\O priced\O .\O --\O Sara\O	Great\B wine\O list\O ,\O reasonably\O priced\O .\O --\O Sara\O
train-49	Great wine list , reasonably priced . -- Sara	Great\O wine\O list\O ,\O reasonably\O priced\B .\O --\O Sara\O	Great\O wine\O list\O ,\O reasonably\B priced\O .\O --\O Sara\O
train-50	A++ The service was good to excellent along with the attitude .	A++\O The\O service\B was\O good\O to\O excellent\O along\O with\O the\O attitude\O .\O	A++\O The\O service\O was\O good\B to\O excellent\O along\O with\O the\O attitude\O .\O
train-51	A++ The service was good to excellent along with the attitude .	A++\O The\O service\O was\O good\O to\O excellent\O along\O with\O the\O attitude\B .\O	A++\O The\O service\O was\O good\O to\O excellent\B along\O with\O the\O attitude\O .\O
train-52	I was here a few weeks back and we had the worst customer service experience at a restaurant ever .	I\O was\O here\O a\O few\O weeks\O back\O and\O we\O had\O the\O worst\O customer\B service\I experience\O at\O a\O restaurant\O ever\O .\O	I\O was\O here\O a\O few\O weeks\O back\O and\O we\O had\O the\O worst\B customer\O service\O experience\O at\O a\O restaurant\O ever\O .\O
train-53	If you want a casual neighborhood bistro that has great food and excellent service , this is the place .	If\O you\O want\O a\O casual\O neighborhood\O bistro\O that\O has\O great\O food\B and\O excellent\O service\O ,\O this\O is\O the\O place\O .\O	If\O you\O want\O a\O casual\O neighborhood\O bistro\O that\O has\O great\B food\O and\O excellent\O service\O ,\O this\O is\O the\O place\O .\O
train-54	If you want a casual neighborhood bistro that has great food and excellent service , this is the place .	If\O you\O want\O a\O casual\O neighborhood\O bistro\O that\O has\O great\O food\O and\O excellent\O service\B ,\O this\O is\O the\O place\O .\O	If\O you\O want\O a\O casual\O neighborhood\O bistro\O that\O has\O great\O food\O and\O excellent\B service\O ,\O this\O is\O the\O place\O .\O
train-55	My wife and I always enjoy the young , not always well trained but nevertheless friendly , staff , all of whom have a story .	My\O wife\O and\O I\O always\O enjoy\O the\O young\O ,\O not\O always\O well\O trained\O but\O nevertheless\O friendly\O ,\O staff\B ,\O all\O of\O whom\O have\O a\O story\O .\O	My\O wife\O and\O I\O always\O enjoy\B the\O young\B ,\O not\B always\I well\I trained\I but\O nevertheless\O friendly\B ,\O staff\O ,\O all\O of\O whom\O have\O a\O story\O .\O
train-56	The place is larger than most and features adequate seating unlike most joints , and has a bar which deserves a mention .	The\O place\O is\O larger\O than\O most\O and\O features\O adequate\O seating\B unlike\O most\O joints\O ,\O and\O has\O a\O bar\O which\O deserves\O a\O mention\O .\O	The\O place\O is\O larger\O than\O most\O and\O features\O adequate\B seating\O unlike\O most\O joints\O ,\O and\O has\O a\O bar\O which\O deserves\O a\O mention\O .\O
train-57	The place is larger than most and features adequate seating unlike most joints , and has a bar which deserves a mention .	The\O place\O is\O larger\O than\O most\O and\O features\O adequate\O seating\O unlike\O most\O joints\O ,\O and\O has\O a\O bar\B which\O deserves\O a\O mention\O .\O	The\O place\O is\O larger\O than\O most\O and\O features\O adequate\O seating\O unlike\O most\O joints\O ,\O and\O has\O a\O bar\O which\O deserves\B a\O mention\O .\O
train-58	The place is larger than most and features adequate seating unlike most joints , and has a bar which deserves a mention .	The\O place\B is\O larger\O than\O most\O and\O features\O adequate\O seating\O unlike\O most\O joints\O ,\O and\O has\O a\O bar\O which\O deserves\O a\O mention\O .\O	The\O place\O is\O larger\B than\O most\O and\O features\O adequate\O seating\O unlike\O most\O joints\O ,\O and\O has\O a\O bar\O which\O deserves\O a\O mention\O .\O
train-59	The food has been consistant for years and it never lets you down .	The\O food\B has\O been\O consistant\O for\O years\O and\O it\O never\O lets\O you\O down\O .\O	The\O food\O has\O been\O consistant\B for\O years\O and\O it\O never\O lets\O you\O down\O .\O
train-60	Not only was the food outstanding , but the little ' perks ' were great .	Not\O only\O was\O the\O food\B outstanding\O ,\O but\O the\O little\O '\O perks\O '\O were\O great\O .\O	Not\O only\O was\O the\O food\O outstanding\B ,\O but\O the\O little\O '\O perks\O '\O were\O great\O .\O
train-61	Not only was the food outstanding , but the little ' perks ' were great .	Not\O only\O was\O the\O food\O outstanding\O ,\O but\O the\O little\O '\O perks\B '\O were\O great\O .\O	Not\O only\O was\O the\O food\O outstanding\O ,\O but\O the\O little\O '\O perks\O '\O were\O great\B .\O
train-62	Their Margarita is best I 've had since I 've returned from Naples !	Their\O Margarita\B is\O best\O I\O 've\O had\O since\O I\O 've\O returned\O from\O Naples\O !\O	Their\O Margarita\O is\O best\B I\O 've\O had\O since\O I\O 've\O returned\O from\O Naples\O !\O
train-63	Waiters are slow but sweet .	Waiters\B are\O slow\O but\O sweet\O .\O	Waiters\O are\O slow\B but\O sweet\B .\O
train-64	The bruschetta and panini 's are so yummy !	The\O bruschetta\B and\O panini\O 's\O are\O so\O yummy\O !\O	The\O bruschetta\O and\O panini\O 's\O are\O so\O yummy\B !\O
train-65	The bruschetta and panini 's are so yummy !	The\O bruschetta\O and\O panini\B 's\O are\O so\O yummy\O !\O	The\O bruschetta\O and\O panini\O 's\O are\O so\O yummy\B !\O
train-66	Salads were fantastic .	Salads\B were\O fantastic\O .\O	Salads\O were\O fantastic\B .\O
train-67	My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque .	My\O boyfriend\O had\O the\O New\B England\I Chowder\I it\O was\O good\O but\O I\O think\O the\O award\O should\O go\O to\O the\O Lobster\O Bisque\O .\O	My\O boyfriend\O had\O the\O New\O England\O Chowder\O it\O was\O good\B but\O I\O think\O the\O award\O should\O go\O to\O the\O Lobster\O Bisque\O .\O
train-68	My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque .	My\O boyfriend\O had\O the\O New\O England\O Chowder\O it\O was\O good\O but\O I\O think\O the\O award\O should\O go\O to\O the\O Lobster\B Bisque\I .\O	My\O boyfriend\O had\O the\O New\O England\O Chowder\O it\O was\O good\O but\O I\O think\O the\O award\B should\O go\O to\O the\O Lobster\O Bisque\O .\O
train-69	I found the food , service and value exceptional everytime I have been there .	I\O found\O the\O food\B ,\O service\O and\O value\O exceptional\O everytime\O I\O have\O been\O there\O .\O	I\O found\O the\O food\O ,\O service\O and\O value\O exceptional\B everytime\O I\O have\O been\O there\O .\O
train-70	I found the food , service and value exceptional everytime I have been there .	I\O found\O the\O food\O ,\O service\B and\O value\O exceptional\O everytime\O I\O have\O been\O there\O .\O	I\O found\O the\O food\O ,\O service\O and\O value\O exceptional\B everytime\O I\O have\O been\O there\O .\O
train-71	I found the food , service and value exceptional everytime I have been there .	I\O found\O the\O food\O ,\O service\O and\O value\B exceptional\O everytime\O I\O have\O been\O there\O .\O	I\O found\O the\O food\O ,\O service\O and\O value\O exceptional\B everytime\O I\O have\O been\O there\O .\O
train-72	While this is n't classical restaurant fare , the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs .	While\O this\O is\O n't\O classical\O restaurant\O fare\O ,\O the\O chef\O has\O given\O new\O life\O to\O an\O old\O cuisine\O with\O some\O really\O innovative\O and\O tasty\O dishes\B that\O are\O genuinely\O Indian\O without\O being\O heavy\O or\O same\O old\O restaurant\O burn-outs\O .\O	While\O this\O is\O n't\O classical\O restaurant\O fare\O ,\O the\O chef\O has\O given\O new\O life\O to\O an\O old\O cuisine\O with\O some\O really\O innovative\B and\O tasty\B dishes\O that\O are\O genuinely\O Indian\O without\O being\O heavy\O or\O same\O old\O restaurant\O burn-outs\O .\O
train-73	While this is n't classical restaurant fare , the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs .	While\O this\O is\O n't\O classical\O restaurant\O fare\O ,\O the\O chef\O has\O given\O new\O life\O to\O an\O old\O cuisine\B with\O some\O really\O innovative\O and\O tasty\O dishes\O that\O are\O genuinely\O Indian\O without\O being\O heavy\O or\O same\O old\O restaurant\O burn-outs\O .\O	While\O this\O is\O n't\O classical\O restaurant\O fare\O ,\O the\O chef\O has\O given\O new\O life\O to\O an\O old\B cuisine\O with\O some\O really\O innovative\O and\O tasty\O dishes\O that\O are\O genuinely\O Indian\O without\O being\O heavy\O or\O same\O old\O restaurant\O burn-outs\O .\O
train-74	While this is n't classical restaurant fare , the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs .	While\O this\O is\O n't\O classical\O restaurant\O fare\O ,\O the\O chef\O has\O given\O new\O life\O to\O an\O old\O cuisine\O with\O some\O really\O innovative\O and\O tasty\O dishes\O that\O are\O genuinely\O Indian\B without\O being\O heavy\O or\O same\O old\O restaurant\O burn-outs\O .\O	While\O this\O is\O n't\O classical\O restaurant\O fare\O ,\O the\O chef\O has\O given\O new\O life\O to\O an\O old\O cuisine\O with\O some\O really\O innovative\O and\O tasty\O dishes\O that\O are\O genuinely\B Indian\O without\O being\O heavy\O or\O same\O old\O restaurant\O burn-outs\O .\O
train-75	Truly the mark of an attentive waiter .	Truly\O the\O mark\O of\O an\O attentive\O waiter\B .\O	Truly\O the\O mark\O of\O an\O attentive\B waiter\O .\O
train-76	The food now is inconsistent .	The\O food\B now\O is\O inconsistent\O .\O	The\O food\O now\O is\O inconsistent\B .\O
train-77	We wo n't go to this place again for a good meal .	We\O wo\O n't\O go\O to\O this\O place\O again\O for\O a\O good\O meal\B .\O	We\O wo\O n't\O go\O to\O this\O place\O again\O for\O a\O good\B meal\O .\O
train-78	I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service .	I\O highly\O recommend\O Caviar\O Russe\O to\O anyone\O who\O wants\O delicious\O top\O grade\O caviar\B and\O fantastic\O service\O .\O	I\O highly\O recommend\O Caviar\O Russe\O to\O anyone\O who\O wants\O delicious\B top\B grade\I caviar\O and\O fantastic\O service\O .\O
train-79	I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service .	I\O highly\O recommend\O Caviar\O Russe\O to\O anyone\O who\O wants\O delicious\O top\O grade\O caviar\O and\O fantastic\O service\B .\O	I\O highly\O recommend\O Caviar\O Russe\O to\O anyone\O who\O wants\O delicious\O top\O grade\O caviar\O and\O fantastic\B service\O .\O
train-80	Waitstaff are very friendly .	Waitstaff\B are\O very\O friendly\O .\O	Waitstaff\O are\O very\O friendly\B .\O
train-81	I 've rarely had a problem with slow staff in the 10 years I 've been going .	I\O 've\O rarely\O had\O a\O problem\O with\O slow\O staff\B in\O the\O 10\O years\O I\O 've\O been\O going\O .\O	I\O 've\O rarely\O had\O a\O problem\O with\O slow\B staff\O in\O the\O 10\O years\O I\O 've\O been\O going\O .\O
train-82	The bread and lamb chops I had before the meal were quite good , however .	The\O bread\B and\O lamb\O chops\O I\O had\O before\O the\O meal\O were\O quite\O good\O ,\O however\O .\O	The\O bread\O and\O lamb\O chops\O I\O had\O before\O the\O meal\O were\O quite\O good\B ,\O however\O .\O
train-83	The bread and lamb chops I had before the meal were quite good , however .	The\O bread\O and\O lamb\B chops\I I\O had\O before\O the\O meal\O were\O quite\O good\O ,\O however\O .\O	The\O bread\O and\O lamb\O chops\O I\O had\O before\O the\O meal\O were\O quite\O good\B ,\O however\O .\O
train-84	I always get the Shabu-Shabu dinner and the beef is always fresh .	I\O always\O get\O the\O Shabu-Shabu\O dinner\O and\O the\O beef\B is\O always\O fresh\O .\O	I\O always\O get\O the\O Shabu-Shabu\O dinner\O and\O the\O beef\O is\O always\O fresh\B .\O
train-85	I plan to come here again and look forward to trying their assortment of bruschetta , panini 's ... ..	I\O plan\O to\O come\O here\O again\O and\O look\O forward\O to\O trying\O their\O assortment\O of\O bruschetta\B ,\O panini\O 's\O ...\O ..\O	I\O plan\O to\O come\O here\O again\O and\O look\B forward\I to\O trying\O their\O assortment\O of\O bruschetta\O ,\O panini\O 's\O ...\O ..\O
